Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,company_text,job_state,company_age,python,cloud,rstudio,sql,pytorch,tensorflow,spark,job_simple,seniority
Data Scientist/Data Science Instructor - Big Data,$98K-$159K (Glassdoor est.),"About Us

Just as the field of Data Science is growing and ever-changing, so is our team: we’re on the hunt for talented instructors who are passionate about what they do and want to make a difference in the education of the world’s up-and-coming data scientists — our students.

The NYC Data Science Academy prides itself on housing the most comprehensive 12-week intensive boot camp in data science methodologies, providing theoretical, practical, and hands-on knowledge to our scholars. We nurture top talents in the industrial & academic world into industry-ready data scientists, by equipping them with knowledge, technical skills, and insights aiming at maximal impacts to the business world. We adapt faster than the quickest machine learning algorithms out there — with content that reflects research and application in the growing industry and teaching expertise which goes beyond extraordinary.

That’s where you come in.

From our part-time weekend/evening classes to our part-time online and full-time in-person boot camps, our courses are both designed in-house and taught by our robust team of data scientists and engineers. Instructors have the opportunity of taking part in corporate training and consulting client projects, building both data science and big data solutions. We encourage collaboration and positive change in not only our students and clients but also in our team. Nerding out is also highly encouraged.

Responsibilities
Train in-person or online boot camp students, the next generation of data scientists, on a wide range of topics ranging from statistics, probability, SQL, R/python coding, data analysis, machine learning, deep learning, and big data, etc. Topics in Big Data to include:
Hadoop and MapReduce, HDFS, Hive
Apache Hive
Spark
Spark SQL
Spark Machine Learning
Docker
Develop, evaluate, and maintain cutting-edge technical content for training experiences relevant to audiences with a diverse set of educational backgrounds and industry experience.
Tailoring teaching content for both corporate and client training.
Guide and mentor our students inside and outside of the classroom for their industry-ready projects. Help to orient our students’ learning toward the target industries.
Lead by example as a data scientist, to be an excellent role model for our industry-ready students.
Cooperate with marketing/admission teams by participating in the student enrollment/admission procedure and by developing relevant content for them.
Participate in periodic training workshops to sharpen the relevant skill-sets.
About You
Minimum of a Master’s Degree in a Quantitative Science, Technology, Engineering, or Mathematics-related field; Computer Science and Statistics preferred.
Proficiency in statistical computing/machine learning and/or programming in R and/or Python.
Experience/extensive knowledge in R or Python data analysis.
Teaching experience in undergraduate or graduate level coursework in STEM required.
Demonstrated experience/knowledge of Statistics and Machine Learning from both theoretical and applied perspectives.
Experience in developing a curriculum or providing training in a client-facing endeavor.
A good sense of the relevance of academic data science to industrial applications.
Forward thinking with a strong growth mentality, i.e. constantly strengthening yourself on all fronts relevant to the growth of our school.
Passionate about teaching and helping your students succeed in their careers.
A team player who can multitask if necessary and can step up to new challenges in a growing company.
Perks
Competitive salary, adjustable hours, and flexible vacation policy.
Benefits include 401k retirement plan and medical, dental, vision insurances.
Opportunity to train, research, and learn in the field of data science on-the-job; a chance to interact with active data science communities through conferences, Meetup events, etc.
Completely stocked snack pantry.
High-quality computational equipment.",4.9,"NYC Data Science Academy
4.9","New York, NY",-1,1 to 50 Employees,2014,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,-1,98,159,128.5,NYC Data Science Academy,NY,6,1,0,0,1,0,0,1,data scientist,na
Research Data Scientist: COVID-19 Response Analysis,$98K-$159K (Glassdoor est.),"EcoHealth Alliance seeks a creative, dedicated, and collaborative data scientist to support analysis and reporting for COVID-19 policy response and advisory. The data scientist will work with EcoHealth Alliance team members and partner institutions to develop and maintain spatiotemporal models of COVID-19 spread and response, manage data pipelines integrating disparate large data sources, produce high-quality visualizations, reports, and dashboards and provide scientific interpretation for stakeholders.

The data scientist will report to the Principal Scientist for Computational Research and work on a team of scientists, developers, and public health professionals at an interdisciplinary health and environment focused NGO. They will participate in cross-project meetings and trainings and have opportunities to build new skills and expand their new project. They will use and build skills in R, Linux, and high-performance computing.

EcoHealth Alliance researchers largely use an R-focused analysis stack but use different languages and technologies for infrastructure based on project needs. We value growth and learning, and seek a candidate with enthusiasm to learn new skills.
RESPONSIBILITIES:
Build, maintain and refine models of COVID-19 distribution and spread
Create interpretable visualizations of complex models and high-dimensional and geospatial data
Build and maintain dashboards and regular reports
Perform rapid analyses for short-term policy advisory needs
Refactor code to improve efficiency, simplicity, and maintainability of data handling and modeling pipelines
Work collaboratively with interdisciplinary teams that have a mixture of workflows and needs
Research and recommend software, hardware, and service options for tasks considering cost, usability, security, and maintainability
Participate in the design of new projects and developing grant applications
Contribute to open-source software projects
Participate in other projects and tasks as required or assigned by supervisor
MINIMUM QUALIFICATIONS:
Masters’ degree or Ph.D. in epidemiology, statistics, quantitative biological or social sciences, or related quantitative field
Strong knowledge and experience of R for data analysis
Experience and knowledge of at least some of
Linux command-line environment
Hierarchical, nonlinear and Bayesian statistical models
Working with large-scale geospatial data
Experience using literate programming (R Markdown) and build systems to create reproducible and real-time reports and dashboards
Demonstrated ability and willingness to rapidly learn new frameworks, technologies, and concepts
Demonstrated ability to produce high-quality work in short time frames.
Strong communication and teamwork skills
Strong organizational and project management skills
OTHER DESIRED QUALIFICATIONS:
JavaScript development experience
Knowledge of continuous integration and cloud compute platforms
Compensation will be $65,000 – $85,000 USD annually, commensurate with skills and experience.

This position is initially funded for 1 year, with the possibility of extension, with start date as soon as possible. The position may be remote but will include the option of working at EcoHealth Alliance’s New York City offices when they re-open, dependent on local conditions and based on staff safety. The candidate must be able to participate in regular video calls between 9AM-6PM EST.

EcoHealth Alliance is an equal opportunity employer and we encourage people with a diverse range of backgrounds to apply. We offer comprehensive benefit package including health, dental, and vision coverage, and a 403(b) pension plan.

How to Apply:

Send an email with a single attachment labeled with your first and last name only (“first last.pdf”) in PDF format containing (a) a cover letter, (b) CV, and (c) contact information for three references to jobs@ecohealthalliance.org with “EHA 2020 RESEARCH DATA SCIENTIST” in the subject line. Applicants are encouraged to include links to code repositories, online portfolios, and other demonstrations of experience, but public or open-source work is not required.Emails without the subject line or with multiple attachments will not be received. No formal text is required within the body of your email, since only the attached document will be retained and reviewed by the hiring committee. All inquires will receive an automatic response confirming receipt. Applicants will be evaluated and only appropriate candidates will be contacted. The deadline to apply for this position is November 18, 2020.

Thank you for your interest in EcoHealth Alliance!",3.6,"EcoHealth Alliance
3.6","New York, NY",-1,1 to 50 Employees,-1,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,$10 to $25 million (USD),-1,98,159,128.5,EcoHealth Alliance,NY,-1,0,1,0,0,0,0,0,data scientist,na
"Analytics Manager, Business Marketing Research and Intelligence",$98K-$159K (Glassdoor est.),"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.

The Business Marketing Research and Intelligence team is seeking an Analytics Manager who is intellectually curious and passionate about identifying unique and exciting insights from analyzing internal and external data sets and connecting dots. The person in this role will lead a team of analytical experts who are responsible for designing and delivering analytics, maintaining dashboards and pipelines that uncover unique, people-centric insights that are actionable for Facebook Global Business Marketing and Sales. They will provide guidance to the team members and manage the overall service model for the demand in teams they support. They will work closely with marketing researchers to leverage our internal data, the Marketing/Activation team to tell the stories of our insights, cross-functionally with the rest of Global Business Marketing and sales teams, and other analytics and insights functions across Facebook.
The ideal candidate for this position will be passionate about the Facebook family of businesses (Facebook, Instagram, WhatsApp, Messenger), and have worked in either Marketing or Advertising with an analytical approach. They will have a proven track record of analyzing and deriving insights from data. They would be intellectually curious, a great communicator, data-driven, a fast learner, strong teacher and able to move fast while keeping focused on high impact projects. Applicants should have a strong knowledge of statistical analysis and data mining. They have a strong talent for taking complex concepts and distilling them into clear accessible learnings, and a willingness to empower and help others through sharing their knowledge.
Hire, mentor and manage a team of highly skilled analytical experts
Set team vision, build a system, and optimize team working process to deliver against the vision
Drive team priority setting by working closely with key stakeholders
Apply analytical skills to complex quantitative problems, presenting actionable insights to key stakeholders both reactively and proactively
Partner with cross-functional teams to identify opportunities to build solutions for Business Marketing Research and Intelligence team
Identify methods to leverage Facebook's large internal data sets to validate hypotheses and enhance third party research work with proprietary data
Inform, influence, support, and execute analysis that feeds into Business and Consumer Marketing Research projects
As a part of BMRI leadership team, drive culture and sense of belonging
Develop strong cross-functional partnerships across Facebook to drive our team's success
Bachelor's degree in an analytical field (such as Computer Science, Engineering, Mathematics, Statistics, Physics, Economics, or Finance)
8+ years of work experience performing applied quantitative analysis utilizing large data sets
2+ years management experience
Experience in building, managing and motivating teams in strategic support functions
Knowledge of online advertising, branding, performance advertising and marketing frameworks
Experience influencing and partnering with stakeholders across organizations
Track record of operating independently and delivering results
Experience communicating concepts to varying audiences
Experience with SQL and development experience in a scripting language such as Python or R
MBA or advanced degree in statistics, economics or a related quantitative field
Experience working with Sales and Marketing in Tech industry
Understanding of the advertising & marketing industry, in particular the digital advertising ecosystem
Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",4.5,"Facebook
4.5","Los Angeles, CA",-1,10000+ Employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),-1,98,159,128.5,Facebook,CA,16,1,0,0,1,0,0,0,manager,na
Data Scientist/Data Science Instructor (Part-time),$98K-$159K (Glassdoor est.),"About Us

Just as the field of Data Science is growing and ever-changing, so too is our team: we’re on the hunt for instructors who are passionate about what they do and want to make a difference in the education of the world’s up-and-coming data scientists — our students.

The NYC Data Science Academy prides itself on housing the most comprehensive 12-week intensive bootcamp in data science methodologies, providing theoretical, practical, and hands-on knowledge to our scholars. We adapt faster than the quickest machine learning algorithms out there — with content that reflects research and application in the growing market and teaching expertise that is beyond ordinary.

That’s where you come in.

From our part-time weekend/evening classes, to our full-time boot camp, our courses are both designed in-house and taught by our robust team of data scientists and engineers. Instructors have the opportunity of taking part in corporate training and consulting projects, building both data science and big data solutions. We encourage collaboration and positive change in not only our students and clients but also in our team. Nerding out is also highly encouraged.

Responsibilities
Develop, evaluate, deliver, and maintain superb content on the cutting-edge of technology for training experiences relevant to audiences with a diverse set of backgrounds.
Participate in planned tailoring of teaching content for both corporate and client audiences.
Provide feedback to product and content development teams.
Stand as an instructional mentor for students of all levels.
About You
Minimum of a Master’s Degree in a Science, Technology, Engineering, or Mathematics-related field; Computer Science and Statistics preferred.
Proficiency in statistical computing and/or programming in R and/or Python.
Taught undergraduate or graduate level coursework in STEM, required.
Demonstrated knowledge of Statistics and Machine Learning from both a theoretical and applied perspective.
Experience in developing a curriculum or providing training in a client-facing endeavor.
Perks
Competitive salary, adjustable hours, and flexible vacation policy.
Opportunity to train, research, and learn in the field of data science on-the-job; chance to interact with active data science communities through conferences, Meetup events, etc.
Completely stocked snack pantry.
High-quality computational equipment.",4.9,"NYC Data Science Academy
4.9","New York, NY",-1,1 to 50 Employees,2014,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,-1,98,159,128.5,NYC Data Science Academy,NY,6,1,0,0,0,0,0,0,data scientist,na
Arity-Data Scientist-Sr Manager,$98K-$159K (Glassdoor est.),"Founded by The Allstate Corporation in 2016, Arity is a data and analytics company focused on improving transportation. We collect and analyze enormous amounts of data, using predictive analytics to build solutions with a single goal in mind: to make transportation smarter, safer and more useful for everyone.
At the heart of that mission are the people that work here—the dreamers, doers and difference-makers that call this place home. As part of that team, your work will showcase both your intelligence and your creativity as you tackle real problems and put your talents towards transforming transportation.
That’s because at Arity, we believe work and life shouldn’t be at odds with one another. After all, we know that your unique qualities give you a unique perspective. We don’t just want you to see yourself here. We want you to be yourself here.

The Team

The Data Science team plays a crucial role at Arity by taking raw telematics data from plug-in devices, smartphones and connected vehicles and deriving insights capable of transforming our clients’ business operations. We participate in cross-functional, self-organizing product development teams. Along with product managers, software engineers, experience designers, and other experts, we research, develop and deploy services that delight our customers. Data Science partners to solve a wide range of difficult challenges. These include using raw sensor data to understand the reality of what occurred at an event, trip and user level. Additionally, we leverage these core capabilities to create business insights and services tailored to customer needs.

The Role

As a Senior Manager on the Data Science team, you will be responsible for leading and inspiring a world-class group of data scientists, data analytics engineers and business analytics consultants spread across several product development teams that detect sophisticated driving behaviors on the edge, enrich driving routes with meaningful attributes, and develop an in-depth understanding of users’ mobility patterns. You will help us recruit and lead top talent and have a key voice in the analytics operations at Arity. This includes deploying models to mobile and cloud platforms. You will also help create and support our business strategy for the product groups you support by being a strong voice of the customer from an analytics lens.

Responsibilities

Be a servant leader for multiple Group Analytics Leads engaged with cross-functional product development teams through coaching and mentoring
Help the Arity Product organization translate our strategic vision into roadmaps and priorities using data science expertise
Play a strong role in Arity’s ongoing management team discussions, where we evolve our strategy and tactics and address operational issues
Support team efforts to enhance our culture and create strong professional development opportunities
Drive continuous improvement of data science & data engineering practices and tools to create world-class capabilities
Support sales and customer success efforts by demonstrating our analytics maturity coupled with humility and empathy
Build the Arity brand by engaging in conferences, meetups, blogs and other external public engagements
Drive recruiting by leading efforts to build relationships in the industry, attend career fairs and create strong interviewing pipelines
Qualifications
Inspires/mentors/coaches people to be bold and do the best work of their careers
Extensive data engineering or machine learning experience in a business context
Demonstrated ability to deliver results on complex, cross-functional projects
Highly innovative thought leaders who envision and articulate radical change
Comfortable in a fast-paced environment with high ambiguity; inspires others to embrace these conditions
Proven champions of agile product development practices
Respected by peers for their technical prowess as well as knowledge of architecture and deployment
Excellent interpersonal communicators / collaborators with both technical and non-technical team members
Competitive with themselves while being humble

The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.

That’s the day-to-day, now let’s talk about the rest of it. As we mentioned, Arity was founded by The Allstate Corporation. But you’ll be working for—and at—Arity. It’s the best of both worlds. You’ll get access to the full suite of Allstate benefits and work in a fast-paced startup culture. That’s more than just free breakfasts and brain breaks. It’s a culture that encourages you to be you.

Sound like a fit? Apply now! We can’t wait to meet you.

Arity.com Instagram Twitter LinkedIn

Allstate generally does not sponsor individuals for employment-based visas for this position.

Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click ""here"" for information regarding the San Francisco Fair Chance Ordinance.

For jobs in Los Angeles, please click ""here"" for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “here”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs

To view the FMLA poster, click “here”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.

It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment",3.5,"Allstate
3.5","Chicago, IL",-1,10000+ Employees,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),-1,98,159,128.5,Allstate,IL,89,0,1,0,0,0,0,0,data scientist,senior
Marketing Analytics Manager,$98K-$159K (Glassdoor est.),"Our
high-performing marketing team is responsible for driving business growth
through partnering with cross-functional teams, building some of our powerhouse
global brands within the US market, and exploring new innovation opportunities
for our products to better serve consumers needs and create engaging brand
experiences. We are true entrepreneurs who seek to drive category growth and
positively impact our communities and planet, all while stretching and
developing our skills as people leaders and business owners.

This role
will support our International Premium Waters (IPW) division, a newly created
category in Nestlé USAs portfolio focused on elevating iconic brands including
San Pellegrino, Acqua Panna, and Perrier. As part of the IPW Marketing team,
you will gain valuable experience by supporting key objectives focused on
cultivating demand, equity, and elevating our internationally-produced waters.
This is an exciting opportunity to support timeless brands recognized around
the world!

The role of the Marketing Analytics Manager is to build strategic business value to win in the marketplace by solving business problems using analytical methodologies as well as leveraging current statistical tools and analytic methods to reinforce fact-based decision-making. This position enables NUSA to support the delivery of financial and strategic objectives.

Primary responsibilities:
Advocate for business decisions grounded in a comprehensive risk and opportunity assessment.
Utilize sophisticated analytic data models to compile analysis and provide recommendations that drives positive return on investment for the Nestlé Sales Organization.
Enable team to deliver insights to support delivery of financial and strategic objectives.
Proactively seek to optimize Marketing levers across brands and categories.
Actively collaborate with cross-functional and external partners to propose and deliver new or enhanced solution designs and process changes in line with business priorities
Ensure integration across the Market Intelligence function to demonstrate our scale and increase speed via efficiency (standard methodologies internally and externally, coordinated knowledge) and efficiencies (standardized, consistent across NUSA, optimized cost base).
Measure performance using statistical/analytical tools/methods to help achieve business goals.
Use data, trends and support from Manager, Shopper Marketing and Market Research to help build a robust and measurable learning plan to address knowledge gaps in consumer, brand, product, business and marketplace findings.
Be an ambassador to the Finance Community and the Sales Team to ensure transparency, alignment and proactive teamwork; improve Customer Sales Team business insight through training and ongoing Finance and Sales Analysis
Drive sophisticated data modeling techniques to identify trends that suggest new marketing and business opportunities and follow through with the recommendation of key strategies to demonstrate opportunities.
Measurement of success of in-market execution (e.g., marketing communication, sales initiatives, etc.)
Define analytic data needs (e.g., IRI) and lead all aspects of analytic methodologies to support business needs.
Leverage strategic assets to build a non-monetary, reciprocally valuable relationship with suppliers, motivating above-and-beyond support and true partnership.
Collaborate across the Consumer and Marketplace Insights function to use our scale and increase speed via efficiency (standards internally and externally, coordinated knowledge) and efficiencies (standardized, consistent across NUSA, optimized cost base).
Financial/strategic impact:

Assists in achieving corporate objectives on:
Market Share
Sales Volume Growth
Marketing return on investment
Brand Health
Requirements and minimum education level:
Bachelors degree in Statistics, Economics, related Social Sciences;
Masters in Statistics, Applied Math, Social Sciences, or Economics preferred
Experience:
Minimum of seven (7) years of business analytic experience in a consumer packaged goods company or at a vendor like IRI or Nielsen
Experience in Marketing Mix Modeling preferred
Proven understanding of syndicated data platforms such as IRI or Nielsen
Proven track record of independently managing analytics in a high-performance culture
Strong interpersonal skills and communication across multiple levels in the organization
Candidate must possess a strong drive for results
Experience in statistical modeling preferred
Skills:
Communication Leading Tailoring content and purposeful communication.
Influence Leading Active listening, negotiation, persuasion and courage.
Business Problem Solving Leading Diagnosis and framing the problem, business knowledge and acuity, recommendation development.
Critical Thinking Leading Builds short-term marketing tactics that support long-term strategies and brand vision.
Business Knowledge & Advocacy Leading Provides recommendations to senior leaders to help them achieve business objectives.
The Nestlé Companies are equal employment and affirmative action employers and looking for diversity in qualified candidates for employment.",4.0,"Nestle USA
4.0","Arlington, VA",-1,10000+ Employees,1866,Subsidiary or Business Segment,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1,98,159,128.5,Nestle USA,VA,154,0,0,0,0,0,0,0,manager,na
Data Scientist - (Active) TS/SCI w/Poly,$98K-$159K (Glassdoor est.),"***** All positions require a Active (TS/SCI) Clearance with a Polygraph to be considered *****

MANDATORY SKILLS
Must be a U.S. Citizen
Must have a TS/SCI w Poly
Proven experience developing machine learning algorithms (list years experience only)
Outstanding analytical and problem solving skills through the application of machine learning algorithms (list years experience only)
Knowledge and understanding of information security principles (list years experience only)
Excellent written and oral communication skills in order to deliver business impact of data analysis capabilities to senior leadership, tech directors and engineers. Communication in the form briefings, storytelling to share insights, white papers, and publishing web content (list years experience only)
Demonstrated experience with requirements analysis, definition and documentation (list years experience only)
OPTIONAL SKILLS
Experience using Splunk and writing Splunk queries in SPL (list years experience only)
Extensive experience developing in Python (list years experience only)
Extensive experience using Tableau (list years experience only)
Experience delivering data analytic capabilities in the Sponsors work environment (list years experience only)
Extensive working knowledge of the Sponsors and customers IT resources (i.e., networks, platforms, and standards) and the ability to apply this knowledge to meet project goals (list years experience only)",5.0,"Twinn Intelligence Group
5.0","McLean, VA",-1,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,98,159,128.5,Twinn Intelligence Group,VA,3,1,0,0,0,0,0,0,data scientist,na
Computer Vision / Image Processing - Data Scientist,$98K-$159K (Glassdoor est.),"Computer Vision / Image Processing - Data Scientist
If you are a Computer Vision / Image Processing - Data Scientist with experience, please read on!

We are a biotechnology company specializing in developing treatments for typically uncontrollable factors causing human diseases. Our unique approach to applying Image Processing, Computer Vision, and Machine Learning techniques toward drug discovery is ground-breaking and life-changing!

What You Will Be Doing
You will be writing code for image processing, such as checking for focus and alignment, background correction and extracting data from images

Working with Deep Learning frameworks and Machine Learning infrastructures

Using Python for programming and designing efficient and scalable algorithms

Working with extremely large data sets and will be responsible for the essential task of maintaining data integrity

Optimize Image Registration and Data Extraction processes

Develop leading Image Classification approaches

What You Need for this Position
Image Processing
Computer Vision
Deep Learning
Machine Learning
Python
Fluorescent imaging
Image Classification
Microarray
Image Analysis
Biotechnology
So, if you are a Computer Vision / Image Processing - Data Scientist with experience, please apply today!
Applicants must be authorized to work in the U.S.

CyberCoders, Inc is proud to be an Equal Opportunity Employer
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance.",4.1,"CyberCoders
4.1","Los Angeles, CA",-1,201 to 500 Employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,98,159,128.5,CyberCoders,CA,21,1,0,0,0,0,0,0,data scientist,na
Principal Data Scientist,$98K-$159K (Glassdoor est.),"The Principal Data Scientist will be a data science subject matter expert and provide team leadership in their area of responsibility. The Technical Team Lead will lead selected projects or activities, as required, and will collaborate with other disciplines and teams.

Qualifications:
• MSc/PhD degree in in a quantitative field (such as Computer Science, Mathematics, Engineering) or BSc in a related discipline and 7 years of industry experience
• 5+ years of professional experience in data science, computer vision or related fields
• 3+ years of professional experience leading data science or related discipline teams
• Subject matter expert in the areas of Machine Learning/Artificial Intelligence
• Advanced quantitative and analytical skills around applied research, mathematical modelling, and statistical modeling
• Practical software development skills in one or more programming languages, such as Python, Scala/Java, C++, etc.
• Fluency with one or more machine learning frameworks (such as TensorFlow, Pytorch, Caffe)
• Experience leading and mentoring senior, mid-level, and junior data scientists
• A passion for AI/ML, overcoming difficult challenges, and accomplishing great things
Bonus:
• Proven experience developing and evolving novel/new DNN architectures
• Strong publication background (Company will support publication work)",4.5,"Infinite Resource Solutions
4.5",Remote,-1,51 to 200 Employees,2013,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,98,159,128.5,Infinite Resource Solutions,remote,7,1,0,0,0,1,1,0,data scientist,senior
Data engineer/Scientist,$98K-$159K (Glassdoor est.),"Hello Associates,

***Greetings from Conch Technologies***

Â

Role: Data Engineer/Data Scientist

Location: Minneapolis, MNÂ

Â

Skills:
Experience in Hadoop, Hive, MapReduce and Oozie.
Machine Learning experience
Experience in retail industry
Familiarity with Spark and Scala and proficiency in Python and other scripting languages.
Experience with CI/CD
MallikarjunÂ|ÂConch Technologies Inc
Direct: (901)- 444 -3153âMallikharjun@conchtech.com",4.6,"Conch Technologies, Inc
4.6","Minneapolis, MN",-1,51 to 200 Employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,98,159,128.5,"Conch Technologies, Inc",MN,-1,1,0,0,0,0,0,1,data scientist,na
Python Data Engineer Irving TX,$98K-$159K (Glassdoor est.),na,4.1,"Enterprise Solutions Inc
4.1",United States,-1,51 to 200 Employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,98,159,128.5,Enterprise Solutions Inc,remote,20,0,0,0,0,0,0,0,data engineer,na
"Data Scientist - Healthcare, Python, model, R, SQL Queries Oakland, CA (100% Remote/WFH",$98K-$159K (Glassdoor est.),"We have an immediate project opportunity with one of our largest clients in Oakland, CA for a Data Scientist to work on 100% REMOTE basis.

The ideal candidate should have experience in data scientist, model building, and causal inference. Good knowledge of programming languages like SQL, Python, R, and Scala is must. Must have experience in writing SQL queries. Healthcare experience is Highly Preferred. Ability to work independently and with team members from different backgrounds is required. Proficiency in collecting data through means such as analyzing business results or by setting up and managing new studies is necessary. Experience in transferring data into a new format to make it more appropriate for analysis is preferred. Creating new, experimental frameworks to collect data is needed.

Please note: Unfortunately, we cannot work with other firms for this project. All assigned project resources will work directly on a W-2 basis for PRIMUS.

For immediate consideration, please apply directly to Dice.com using the ""Easy Apply"" link noted below.

Amit
PRIMUS Global Services",3.7,"PRIMUS Global Services, Inc
3.7",United States,-1,501 to 1000 Employees,2002,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,98,159,128.5,"PRIMUS Global Services, Inc",remote,18,1,0,0,1,0,0,0,data scientist,na
